CODE,RESOLVED_DESCRIPTION,SOURCE,VARIANTS,MAJOR_CATEGORY,MINOR_CATEGORY
OA57,Payment based on policy limits,CARC dictionary,"Payment denied/reduced because the payer deems the information submitted does not support this level of service, this many services, this length of service, this dosage, or this day's supply. (x2) | PAYMENT DENIED AS SERVICE(S) HAVE BEEN CONSIDERED UNDER THE PATIENT'S MEDICAL PLAN. BENEFITS ARE NOT AVAILABLE UNDER THIS DENTAL PLAN (x1)",Coverage/Eligibility,Other/Unspecified
OA8,The procedure code is inconsistent with the provider type/specialty,CARC dictionary,The procedure code is inconsistent with the provider type/specialty (taxonomy). (x2) | The claim was submitted for a patient whi is not enrolled in a VA Health Care System. (x1),Provider Billing Error,Provider Billing Error/Coding
OA94,Processed in accordance with Demonstration Project,CARC dictionary,Processed in Excess of charges. (x2) | Please submit Medicare summary notice (x1),Program/Demo Adjustment,Other/Unspecified
OA95,Plan procedures not followed,CARC dictionary,Benefits adjusted. Plan procedures not followed. (x2) | BENEFIT MAXIMUM FOR THIS TIME PERIOD OR OCCURRENCE HAS BEEN REACHED. (x1),Provider Billing Error,Other/Unspecified
OA96,Non-covered charge(s),CARC dictionary,Non-covered charge(s). This change to be effective 4/1/2007: At least one Remark Code must be provided (may be comprised of either the Remittance Advice Remark Code or NCPDP Reject Reason Code.) (x2) | No preauthorization has been obtained. (x1),Coverage/Eligibility,Other/Unspecified
OA97,Payment is included in another service/procedure,CARC dictionary,Payment adjusted because the benefit for this service is included in the payment/allowance for another service/procedure that has already been adjudicated (x2) | Patient/Insured health identification number and name do not match. (x1),Bundled/Inclusive,Other/Unspecified
OAA0,Patient refund amount.,Legacy denial list,Patient refund amount. (x2) | Our records indicate that you have two or more health insurances that are primary to Tricare.  Your claim was denied because we did not recieve explanations of benefits (EOBS) from all of your insurances for the charges submitted to Tricare. (x1),Payer Specific,Refund/Recovery
OAA1,Deductible Amount,CARC dictionary,Claim/Service denied. At least one Remark Code must be provided (may be comprised of either the Remittance Advice Remark Code or NCPDP Reject Reason Code). (x2) | Claim/service denied. Appeal procedures not followed or time limits not met. (x1),Patient Responsibility,Patient Responsibility/Deductible
OAA2,Coinsurance Amount,CARC dictionary,Contractual adjustment. (x2) | Consult plan benefit documents/guildlines for information about restrictions for this service. (x1),Patient Responsibility,Patient Responsibility/Coinsurance
OAB11,The diagnosis is inconsistent with the procedure,CARC dictionary,The claim/service has been transferred to the proper payer/processor for processing. Claim/service not covered by this payer/processor. (x2) | SERVICES DENIED AT THE TIME AUTHORIZATION/PRE-CERTIFICATION WAS REQUESTED. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
OAB12,The diagnosis is inconsistent with the provider type,CARC dictionary,Services not documented in patients' medical records. (x2) | SEQUESTRATION-REDUCTION IN FEDERAL PAYMENT (x1) | Service denied because payment already made for same/similar procedure within set time frame. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
OAB13,The date of death precedes the date of service,CARC dictionary,Previously paid. Payment for this claim/service may have been provided in a previous payment. (x2) | NT LIABILITY. (x1),Provider Billing Error,Other/Unspecified
OAB15,"The authorization number is missing, invalid, or does not apply",CARC dictionary,"Payment adjusted because this service/procedure requires that a qualifying service/procedure be received and covered. The qualifying other service/procedure has not been received/adjudicated. (x2) | PAYMENT ADJUSTED BECAUSE THE SUBMITTED AUTHORIZATION NUMBER IS MISSING, INVALID, OR DOES NOT APPLY TO THE BILLED SERVICES OR PROVIDER. (x1)",Authorization/Precert,Authorization/Precert
OAB22,This care may be covered by another payer,CARC dictionary,This payment is adjusted based on the diagnosis. (x2) | The procedure code/bill type is inconsistent with the place of service. (x1),Other Insurance,Other/Unspecified
OAB4,The procedure code is inconsistent with the modifier used,CARC dictionary,Late filing penalty. (x2) | Insuffucuent COB information-resubmit with appropriate COB amounts (x1),Provider Billing Error,Provider Billing Error/Coding
OAB7,The procedure/revenue code is inconsistent with the patient's gender,CARC dictionary,This provider was not certified/eligible to be paid for this procedure/service on this date of service. (x2) | The rendering provider is not eligible to perform the service billed. (x1),Provider Billing Error,Other/Unspecified
OAB9,The diagnosis is inconsistent with the patient's age,CARC dictionary,Services not covered because the patient is enrolled in a Hospice. (x2) | SEQUESTRATION - REDUCTION IN FEDERAL PAYMENT (x1),Provider Billing Error,Provider Billing Error/Diagnosis
OAD18,Diagnosis information missing,CARC dictionary,Claim/Service has missing diagnosis information. (x2) | Claim/Service denied. At least one Remark Code must be provided (may be comprised of either the Remittance Advice Remark Code or NCPDP Reject Reason Code). (x1),Documentation/Attachments,Provider Billing Error/Diagnosis
PI107,Payment adjusted for failure to obtain treatment authorization,CARC dictionary,Claim/service adjusted because the related or qualifying claim/service was not identified on this claim. (x2) | MS MEDICAID DIDNT PAY MILEAGE ON A0425 AND SHOULD HAVE (x1) | Claim/Service adjusted because the attachment referenced on the claim was not received. (x1),Authorization/Precert,Authorization/Precert
PI11,The diagnosis is inconsistent with the procedure,CARC dictionary,The diagnosis is inconsistent with the procedure. (x2) | Services not provided or authorized by designated (network/primary care) providers. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PI128,Newborn's services are covered under the mother's plan,CARC dictionary,Newborn's services are covered in the mother's Allowance. (x2) | Missing explanation of benefits (coordination of benefits or Medicare secondary payor). (x1),Coverage/Eligibility,Other/Unspecified
PI129,Prior processing information appears incorrect,CARC dictionary,Payment denied - Prior processing information appears incorrect. (x2) | Payment adjusted because this service/procedure requires that a qualifying service/procedure be received and covered. The qualifying other service/procedure has not been received/adjudicated. (x1),COB/Other Payer,Other/Unspecified
PI146,Diagnosis was invalid for the date(s) of service reported,CARC dictionary,Payment denied because the diagnosis was invalid for the date(s) of service reported. (x2) | Payment adjusted due to the impact of prior payer(s) adjudication including payments and/or adjustments (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PI147,Provider contracted/negotiated rate expired on the date of service,CARC dictionary,Provider contracted/negotiated rate expired or not on file. (x2) | Precertification/authorization/notification/pre-treatment number may be valid but does not apply to the billed services. (x1),Contractual/Payment,Other/Unspecified
PI148,Information from another provider was not provided,CARC dictionary,Claim/service rejected at this time because information from another provider was not provided or was insufficient/incomplete. (x2) | Claim/service lacks information which is needed for adjudication. Additional information is supplied using remittance advice remarks codes whenever appropriate. This change to be effective 4/1/2007: At least one Remark Code must be provided. (x1),Documentation/Attachments,Other/Unspecified
PI15,"The authorization number is missing, invalid, or does not apply",CARC dictionary,"Payment adjusted because the submitted authorization number is missing, invalid, or does not apply to the billed services or provider. (x2) | Payment adjusted because the payer deems the information submitted does not support this many services. (x1)",Authorization/Precert,Authorization/Precert
PI169,Alternate benefit has been provided,CARC dictionary,Payment adjusted because an alternate benefit has been provided (x2) | Patient liability may be affected due to coordination of benefits with other carriers and/or maximum benefit provisions. (x1),Contractual/Payment,Other/Unspecified
PI182,Procedure modifier was invalid on the date of service,CARC dictionary,Payment adjusted because the payer deems the information submitted does not support this many services. (x3) | Payment adjusted because the procedure modifier was invalid on the date of service (x2),Provider Billing Error,Provider Billing Error/Coding
PI19,This is a work-related injury/illness,CARC dictionary,Claim denied because this is a work-related injury/illness and thus the liability of the Worker's Compensation Carrier. (x2) | CLAIM DENIED BECAUSE THIS IS A WORK-RELATED INJURY/ILLNESS AND THUS THE LIABILITY OF THE WORKER'S COMPENSATION CARRIER. (x1),Other Insurance,Coverage/Workers Comp
PI197,Precertification/authorization/notification absent,CARC dictionary,Payment denied/reduced for absence of precertification/authorization (x2) | Payment denied because the patient has not met the required eligibility requirements (x1) | Payment denied because the patient has not met the required eligibility requirements. (x1),Authorization/Precert,Authorization/Precert
PI20,This injury/illness is covered by the liability carrier,CARC dictionary,Claim denied because this injury/illness is covered by the liability carrier. (x2) | Claim denied as patient cannot be identified as our insured. (x1),Other Insurance,Other/Unspecified
PI204,This service/equipment/drug is not covered,CARC dictionary,his service/device/drug is not covered under the current patient benefit plan. (x1) | THIS SERVICE/EQUIPMENT/DRUG IS NOT COVERED UNDER THE PATIENTS CURRENT PLAN (x1) | The time limit for filing has expired. (x1),Coverage/Eligibility,Coverage/Benefit Exclusion
PI22,This care may be covered by another payer,CARC dictionary,Payment adjusted because this care may be covered by another payer per coordination of benefits. (x2) | PAYMENT ADJUSTED BECAUSE THE PROCEDURE MODIFIER WAS INVALID ON THE DATE OF SERVICE (x1),Other Insurance,Other/Unspecified
PI226,Information requested from billing/treating provider not provided,CARC dictionary,Information requested from the Billing/Rendering Provider was not provided or not provided timely or was insufficient/incomplete. (x1) | Inclusive in Primary Procedure (x1),Documentation/Attachments,Other/Unspecified
PI234,This procedure is not paid separately,CARC dictionary,"Procedure is not paid separately (x1) | Per ICD10, the combine dx codes cannot be reported together. (x1) | Please submit a copy of the Explanation of Benefits (EOB) from the Secondary Carrier. (x1)",Bundled/Inclusive,Other/Unspecified
PI242,Services not provided by network/primary care provider,CARC dictionary,"SERVICES NOT PROVIDED BY NETWORK/PRIMARY CARE PROVIDERS (x1) | SERVICE INCLUDED IN OTHER SVCS. (x1) | SERVICE IS INCLUDED IN THE PER DIEM,CARE RATE,OR GLOBAL FEE (x1)",Network/Provider Contract,Other/Unspecified
PI253,Sequestration - reduction in federal payment,CARC dictionary,SEQUESTRATION-REDUCTION IN FEDERAL PAYMENT (x1) | PROMPT-PAY DISCOUNT. (x1),Regulatory/Sequestration,Regulatory/Sequestration
PI26,Expenses incurred prior to coverage,CARC dictionary,Expenses incurred prior to coverage. (x2) | Expenses incurred during lapse in coverage (x1),Coverage/Eligibility,Other/Unspecified
PI38,Services not provided or not provided as frequently as billed,CARC dictionary,Services not provided or authorized by designated (network/primary care) providers. (x2) | SERVICE NOT PAYABLE PER MANAGED CARE CONTRACT (x1),Provider Billing Error,Other/Unspecified
PI4,The procedure code is inconsistent with the modifier used,CARC dictionary,The procedure code is inconsistent with the modifier used or a required modifier is missing. (x2) | THE BENEFIT FOR THIS SERVICE IS INCLUDED IN THE PAYMENT/ALLOWANCE FOR ANOTHER SERVICE/PROCEDURE THAT HAS BEEN PERFORMED ON THE SAME DAY (x1),Provider Billing Error,Provider Billing Error/Coding
PI40,Charges do not meet qualifications for emergent/urgent care,CARC dictionary,Charges do not meet qualifications for emergent/urgent care. (x2) | Charges are adjusted based on multiple surgery rules or concurrent anesthesia rules. (x1),Coverage/Eligibility,Other/Unspecified
PI42,Procedure code was not valid on date of service,CARC dictionary,Charges exceed our fee schedule or maximum allowable amount. (x2) | CHARGES EXCEED OUR FEE SCHEDULE OR MAXIMUM ALLOWABLE AMOUNT. (x1),Provider Billing Error,Provider Billing Error/Coding
PI44,Prompt-pay discount,CARC dictionary,Prompt-pay discount. (x2) | Prearranged demonstration project adjustment. (x1),Contractual/Payment,Other/Unspecified
PI5,The procedure code/bill type is inconsistent with the place of service,CARC dictionary,The procedure code/bill type is inconsistent with the place of service. (x2) | The claim/service has been transferred to the proper payer/processor for processing. Claim/service not covered by this payer/processor. (x1),Provider Billing Error,Provider Billing Error/Coding
PI51,These are non-covered services. Payment included in allowance for another service,CARC dictionary,These are non-covered services because this is a pre-existing condition (x2) | The diagnosis is inconsistent with the patient's gender. (x1),Bundled/Inclusive,Other/Unspecified
PI78,Non-Covered days/room charge adjustment,CARC dictionary,Non-Covered days/Room charge adjustment. (x2) | Non emergent ambulance services are not covered less medically necessary. (x1),Coverage/Eligibility,Other/Unspecified
PI9,The diagnosis is inconsistent with the patient's age,CARC dictionary,The diagnosis is inconsistent with the patient's age. (x2) | Services not documented in patients' medical records. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PI93,No Supplementary Medical Insurance (SMI) for this patient,CARC dictionary,No Claim level Adjustments. (x2) | Missing/incomplete/invalid prior insurance carrier EOB. (x1),Coverage/Eligibility,Other/Unspecified
PI94,Processed in accordance with Demonstration Project,CARC dictionary,Processed in Excess of charges. (x2) | Pmnt for this claim/service was provided in a previous pmnt (x1),Program/Demo Adjustment,Other/Unspecified
PI96,Non-covered charge(s),CARC dictionary,Non-covered charge(s). This change to be effective 4/1/2007: At least one Remark Code must be provided (may be comprised of either the Remittance Advice Remark Code or NCPDP Reject Reason Code.) (x2) | No prior Hospice knowledge and/or approval fo services provided. (x1),Coverage/Eligibility,Other/Unspecified
PI97,Payment is included in another service/procedure,CARC dictionary,Payment adjusted because the benefit for this service is included in the payment/allowance for another service/procedure that has already been adjudicated (x2) | Patients coverage was not active on the service date(s) in question. (x1),Bundled/Inclusive,Other/Unspecified
PIA7,The procedure/revenue code is inconsistent with the patient's gender,CARC dictionary,Presumptive Payment Adjustment (x2) | PAYMENT REDUCED BECAUSE OF PATIE (x1),Provider Billing Error,Other/Unspecified
PIB10,The diagnosis is inconsistent with the patient's gender,CARC dictionary,Allowed amount has been reduced because a component of the basic procedure/test was paid. The beneficiary is not liable for more than the charge limit for the basic procedure/test. (x2) | ALLOWED AMOUNT HAS BEEN REDUCED BECAUSE A COMPONENT OF THE BASIC PROCEDURE/TEST WAS PAID. THE BENEFICIARY IS NOT LIABLE FOR MORE THAN THE CHARGE LIMIT FOR THE BASIC PROCEDURE/TEST. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PIB11,The diagnosis is inconsistent with the procedure,CARC dictionary,The claim/service has been transferred to the proper payer/processor for processing. Claim/service not covered by this payer/processor. (x2) | Services not authorized by network/primary care providers (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PIB12,The diagnosis is inconsistent with the provider type,CARC dictionary,Services not documented in patients' medical records. (x2) | SERVICE DOWNCODED TO MATCH AUTHORIZED CODE (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PIB13,The date of death precedes the date of service,CARC dictionary,Previously paid. Payment for this claim/service may have been provided in a previous payment. (x2) | PAYMENT REDUCED DUE TO OTHER INS (x1),Provider Billing Error,Other/Unspecified
PIB4,The procedure code is inconsistent with the modifier used,CARC dictionary,Late filing penalty. (x2) | Invalid DX codes (x1),Provider Billing Error,Provider Billing Error/Coding
PIB9,The diagnosis is inconsistent with the patient's age,CARC dictionary,Services not covered because the patient is enrolled in a Hospice. (x2) | Sequestration - Reduction in Federal Spending. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PR1,Deductible Amount,CARC dictionary,Deductible Amount (x2) | Deductible -- Major Medical (x1),Patient Responsibility,Patient Responsibility/Deductible
PR100,Payment made to patient/insured/responsible party,CARC dictionary,Payment made to patient/insured/responsible party. (x2) | PAYMENT FOR SERVICE IS THE RESPO (x1),Contractual/Payment,Other/Unspecified
PR102,Major Medical Adjustment,CARC dictionary,Major Medical Adjustment. (x2) | Invalid Procedure Modifier Combination. (x1),Major Medical,Other/Unspecified
PR108,Rent/purchase guidelines were not met,CARC dictionary,Payment adjusted because rent/purchase guidelines were not met. (x2) | Patient refund amount. (x1),Coverage/Eligibility,Other/Unspecified
PR11,The diagnosis is inconsistent with the procedure,CARC dictionary,The diagnosis is inconsistent with the procedure. (x2) | Services were disallowed by Utilizaion Management. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PR110,Billing date predates service date,CARC dictionary,Billing date predates service date. (x2) | BILL MEDICARE HOSPICE SERVICE (x1),Provider Billing Error,Other/Unspecified
PR117,Transportation is only covered to the nearest appropriate facility that can provide the required level of care,CARC dictionary,Payment adjusted because transportation is only covered to the closest facility that can provide the necessary care. (x2) | Payment adjusted because this care may be covered by another payer per coordination of benefits. (x1),Coverage/Eligibility,Other/Unspecified
PR126,Patient is enrolled in a hospice,CARC dictionary,Deductible -- Major Medical (x2) | Deceased (x1),Coverage/Eligibility,Coverage/Hospice
PR142,Adjustment to maintain relationship with the usual customary fee,CARC dictionary,Claim adjusted by the monthly Medicaid patient liability amount. (x2) | Claim Adjusted - Retroactive coverage termination (x1),Contractual/Payment,Other/Unspecified
PR151,Payer deems the information does not support this length of service,CARC dictionary,Payment adjusted because the benefit for this service is included in the payment/allowance for another service/procedure that has already been adjudicated (x3) | Payment adjusted because the payer deems the information submitted does not support this many services. (x2),Medical Necessity/Review,Other/Unspecified
PR167,This diagnosis is not covered,CARC dictionary,This (these) diagnosis(es) is (are) not covered. (x2) | The members coverage was not in effect on the date the service was provided. (x1) | The named patient has not applied for No Fault benefits with CDTA. (x1),Coverage/Eligibility,Provider Billing Error/Diagnosis
PR168,Blood deductible,CARC dictionary,Payment denied as Service(s) have been considered under the patient's medical plan. Benefits are not available under this dental plan (x2) | PAYMENT ADJUSTED BECAUSE TREATMENT WAS DEEMED BY THE PAYER TO HAVE BEEN RENDERED IN AN INAPPROPRIATE OR INVALID PLACE OF SERVICE. (x1),Patient Responsibility,Patient Responsibility/Deductible
PR17,Requested information was not provided or was insufficient/incomplete,CARC dictionary,Payment adjusted because requested information was not provided or was insufficient/incomplete. Additional information is supplied using the remittance advice remarks codes whenever appropriate. At least one Remark Code must be provided. (x2) | Patient was not in custody of this correctional facility at the time the service was performed (x1),Documentation/Attachments,Other/Unspecified
PR170,Payment denied when performed/billed by this type of provider,CARC dictionary,"Payment is denied when performed/billed by this type of provider. (x2) | Payment denied/reduced for exceeded, precertification/authorization (x1)",Coverage/Eligibility,Other/Unspecified
PR177,Patient has not met the required eligibility requirements,CARC dictionary,Payment denied - Prior processing information appears incorrect. (x2) | Payment denied because the patient has not met the required eligibility requirements (x1) | Payment denied because the patient has not met the required eligibility requirements. (x1),Coverage/Eligibility,Coverage/Eligibility
PR185,The rendering provider is not eligible to perform service billed,CARC dictionary,The rendering provider is not eligible to perform the service billed. (x2) | HE DATES OF SERVICE BILLED. (x1),Provider Billing Error,Other/Unspecified
PR187,Consumer Spending Account payments,CARC dictionary,Health Savings account payments (x2) | HEALTH CARE PLAN ENROLLEE OR MEN (x1) | TAL HEALTH PLAN RECIPENT;CAPITAT (x1),Contractual/Payment,Other/Unspecified
PR191,Not a work related injury/illness,CARC dictionary,Claim denied because this is not a work related injury/illness and thus not the liability of the workers' compensation carrier. (x2) | Claim denied because this is a work-related injury/illness and thus the liability of the Worker's Compensation Carrier. (x1),Other Insurance,Other/Unspecified
PR192,Non-standard adjustment code from paper remittance,CARC dictionary,Non standard adjustment code from paper remittance advice. (x2) | No NPI on submitted claim (x1),Contractual/Payment,Other/Unspecified
PR193,Original payment decision is being maintained,CARC dictionary,Original payment decision is being maintained. This claim was processed properly the first time. (x2) | Not a covered benefit. (x1) | Not medically necessary (x1),Appeals/Timely Filing,Other/Unspecified
PR196,Precertification/notification/authorization not within time limit,CARC dictionary,Claim/service denied based on prior payer's coverage determination. (x3) | Claim/service adjusted because the related or qualifying claim/service was not identified on this claim. (x1),Authorization/Precert,Authorization/Precert
PR197,Precertification/authorization/notification absent,CARC dictionary,Payment denied/reduced for absence of precertification/authorization (x2) | PAYMENT DENIED PROVIDER OUT OF NETWORK (x2) | PAYMENT DENIED. YOUR STOP LOSS DEDUCTIBLE HAS NOT BEEN MET. (x1),Authorization/Precert,Authorization/Precert
PR198,Precertification/authorization exceeded,CARC dictionary,"Payment denied/reduced for absence of precertification/authorization (x3) | Payment denied/reduced for exceeded, precertification/authorization (x2)",Authorization/Precert,Authorization/Precert
PR2,Coinsurance Amount,CARC dictionary,Coinsurance Amount (x2) | Code is not a covered service on your fee schedule. (x1),Patient Responsibility,Patient Responsibility/Coinsurance
PR201,Worker's Compensation case settled,CARC dictionary,Workers Compensation case settled. Patient is responsible for amount of this claim/service through WC 'Medicare set aside arrangement' or other agreement. (Use group code PR). (x2) | This claim has been denied.  Please resubmit with a copy of the Medicare explanation of benefits. (x1),Other Insurance,Coverage/Workers Comp
PR204,This service/equipment/drug is not covered,CARC dictionary,The service / Equipment is not covered under the patients current benefit plan (x1) | his service/equipment/drug is not covered under the patients current benefit plan (x1),Coverage/Eligibility,Coverage/Benefit Exclusion
PR22,This care may be covered by another payer,CARC dictionary,Payment adjusted because this care may be covered by another payer per coordination of benefits. (x2) | Payment adjusted because the procedure modifier was invalid on the date of service (x1),Other Insurance,Other/Unspecified
PR226,Information requested from billing/treating provider not provided,CARC dictionary,Information requested from the Billing/Rendering Provider was not provided or not provided timely or was insufficient (x1) | Inappropriate Ambulance Modifier (x1),Documentation/Attachments,Other/Unspecified
PR227,Information requested from patient/insured/responsible party not provided,CARC dictionary,INFORMATION REQUESTED FROM THE PATIENT/INSURED/RESPONSIBLE PARTY WAS NOT PROVIDED OR WAS INSUFFICIENT/INCOMPLETE (x1) | Incomplete EOB (x1),Documentation/Attachments,Other/Unspecified
PR23,The impact of prior payer(s) adjudication,CARC dictionary,Payment adjusted due to the impact of prior payer(s) adjudication including payments and/or adjustments (x2) | Payment adjusted because this procedure code was invalid on the date of service (x1),COB/Other Payer,Other/Unspecified
PR234,This procedure is not paid separately,CARC dictionary,This procedure is not paid separately (x1) | The recommended payment is based on the usual and customary fee within the provider's specific geographic region. (x1),Bundled/Inclusive,Other/Unspecified
PR242,Services not provided by network/primary care provider,CARC dictionary,PAYMENT DENIED PROVIDER OUT OF NETWORK (x1) | Payment denied - Prior processing information appears incorrect. (x1) | PAYMENT DENIED AS SERVICE(S) HAVE BEEN CONSIDERED UNDER THE PATIENT'S MEDICAL PLAN. BENEFITS ARE NOT AVAILABLE UNDER THIS DENTAL PLAN (x1),Network/Provider Contract,Other/Unspecified
PR243,Services not authorized by network/primary care provider,CARC dictionary,"Services not authorized by network/primary care providers (x1) | Resubmit to CMO, 200 Corporate dr, Yonkers NY 10701 (x1)",Network/Provider Contract,Other/Unspecified
PR252,An attachment/other documentation is required,CARC dictionary,An attachment/other documentation is required to adjudicate this claim/service. AT LEAST (x1) | AN ATTACHMENT/OTHER DOCUMENTATION IS REQUIRED TO ADJUDICATE THIS CLAIM/SERVICE. AT LEAST (x1),Documentation/Attachments,Documentation/Attachments
PR26,Expenses incurred prior to coverage,CARC dictionary,Expenses incurred prior to coverage. (x2) | EXPENSES INCURRED PRIOR TO COVERAGE. (x1),Coverage/Eligibility,Other/Unspecified
PR276,Services denied by prior payer(s) not included in this payment,CARC dictionary,PATIENT RESPONSIBILITY (x1) | OUT OF NETWORK. (x1),COB/Other Payer,Other/Unspecified
PR29,The time limit for filing has expired,CARC dictionary,The time limit for filing has expired. (x2) | NOT BILLED TO THE HIGHEST LEVEL (x1),Appeals/Timely Filing,Other/Unspecified
PR3,Co-payment Amount,CARC dictionary,Co-payment Amount (x2) | Contractual adjustment. (x1),Patient Responsibility,Other/Unspecified
PR32,Our records indicate patient was not an eligible dependent,CARC dictionary,Our records indicate that this dependent is not an eligible dependent as defined. (x2) | Operation of motor vehicle while under the influence of alcohol (x1),Coverage/Eligibility,Other/Unspecified
PR33,Insured has no dependent coverage,CARC dictionary,Claim denied. Insured has no dependent coverage. (x2) | Claim denied because this is not a work related injury/illness and thus not the liability of the workers' compensation carrier. (x1),Coverage/Eligibility,Other/Unspecified
PR35,Lifetime benefit maximum has been reached,CARC dictionary,Lifetime benefit maximum has been reached. (x2) | Invalid HCPC codes (x1),Benefit Limits,Benefit Limits
PR38,Services not provided or not provided as frequently as billed,CARC dictionary,Services not provided or authorized by designated (network/primary care) providers. (x2) | Service not related to patient's Hospice terminal diagnosis plan of care. (x1),Provider Billing Error,Other/Unspecified
PR39,Services denied at the time authorization/pre-certification was requested,CARC dictionary,Services denied at the time authorization/pre-certification was requested. (x2) | L RELEVANT DOCUMENTATION. (x1),Authorization/Precert,Authorization/Precert
PR4,The procedure code is inconsistent with the modifier used,CARC dictionary,The procedure code is inconsistent with the modifier used or a required modifier is missing. (x2) | The benefit for this service is not covered out of network. (x1),Provider Billing Error,Provider Billing Error/Coding
PR49,This is a non-covered service,CARC dictionary,These are non-covered services because this is a routine exam or screening procedure done in conjunction with a routine exam. (x2) | The diagnosis is inconsistent with the procedure. (x1),Coverage/Eligibility,Other/Unspecified
PR5,The procedure code/bill type is inconsistent with the place of service,CARC dictionary,The procedure code/bill type is inconsistent with the place of service. (x2) | The claim/service has been transferred to the proper payer/processor for processing. Claim/service not covered by this payer/processor. (x1),Provider Billing Error,Provider Billing Error/Coding
PR50,These are non-covered services,CARC dictionary,These are non-covered services because this is not deemed a 'medical necessity' by the payer. (x2) | The diagnosis is inconsistent with the procedure. (x1),Coverage/Eligibility,Other/Unspecified
PR51,These are non-covered services. Payment included in allowance for another service,CARC dictionary,These are non-covered services because this is a pre-existing condition (x2) | The diagnosis is inconsistent with the patient's gender. (x1),Bundled/Inclusive,Other/Unspecified
PR55,Procedure/treatment is deemed experimental/investigational,CARC dictionary,Claim/service denied because procedure/treatment is deemed experimental/investigational by the payer. (x2) | Claim/service denied because procedure/treatment has not been deemed 'proven to be effective' by the payer. (x1),Coverage/Eligibility,Medical Necessity/Review
PR58,Treatment was deemed by the payer to have been rendered in an inappropriate setting,CARC dictionary,Payment adjusted because treatment was deemed by the payer to have been rendered in an inappropriate or invalid place of service. (x2) | Payment adjusted because this care may be covered by another payer per coordination of benefits. (x1),Coverage/Eligibility,Other/Unspecified
PR59,Processed based on multiple or concurrent procedure rules,CARC dictionary,Charges are adjusted based on multiple surgery rules or concurrent anesthesia rules. (x2) | Charges adjusted as penalty for failure to obtain second surgical opinion.. (x1),Bundled/Inclusive,Other/Unspecified
PR6,The procedure/revenue code is inconsistent with the patient's age,CARC dictionary,The procedure/revenue code is inconsistent with the patient's age. (x2) | The claim/service has been transferred to the proper payer/processor for processing. Claim/service not covered by this payer/processor. (x1),Provider Billing Error,Other/Unspecified
PR9,The diagnosis is inconsistent with the patient's age,CARC dictionary,The diagnosis is inconsistent with the patient's age. (x2) | SERVICES NOT DOCUMENTED IN PATIENTS' MEDICAL RECORDS. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PR96,Non-covered charge(s),CARC dictionary,Non-covered charge(s). This change to be effective 4/1/2007: At least one Remark Code must be provided (may be comprised of either the Remittance Advice Remark Code or NCPDP Reject Reason Code.) (x2) | No reply from subscriber; other insurance. (x1),Coverage/Eligibility,Other/Unspecified
PR97,Payment is included in another service/procedure,CARC dictionary,Payment adjusted because the benefit for this service is included in the payment/allowance for another service/procedure that has already been adjudicated (x2) | Payer claim control number is required. (x1),Bundled/Inclusive,Other/Unspecified
PRA2,Coinsurance Amount,CARC dictionary,Contractual adjustment. (x2) | CONTRACTUAL ADJUSTMENT. (x1),Patient Responsibility,Patient Responsibility/Coinsurance
PRB11,The diagnosis is inconsistent with the procedure,CARC dictionary,The claim/service has been transferred to the proper payer/processor for processing. Claim/service not covered by this payer/processor. (x2) | Services not authorized by network/primary care providers. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
PRB15,"The authorization number is missing, invalid, or does not apply",CARC dictionary,Payment adjusted because this service/procedure requires that a qualifying service/procedure be received and covered. The qualifying other service/procedure has not been received/adjudicated. (x2) | Payment adjusted because this care may be covered by another payer per coordination of benefits. (x1),Authorization/Precert,Authorization/Precert
PRB22,This care may be covered by another payer,CARC dictionary,This payment is adjusted based on the diagnosis. (x2) | THE PROCEDURE/REVENUE CODE IS INCONSISTENT WITH THE PATIENT'S AGE. (x1),Other Insurance,Other/Unspecified
PRB7,The procedure/revenue code is inconsistent with the patient's gender,CARC dictionary,This provider was not certified/eligible to be paid for this procedure/service on this date of service. (x2) | THE RENDERING PROVIDER IS NOT ELIGIBLE TO PERFORM THE SERVICE BILLED. (x1),Provider Billing Error,Other/Unspecified
PRB8,The procedure code is inconsistent with the provider type/specialty,CARC dictionary,"Claim/service not covered/reduced because alternative services were available, and should have been utilized. (x2) | Claim/service lacks information which is needed for adjudication. Additional information is supplied using remittance advice remarks codes whenever appropriate. This change to be effective 4/1/2007: At least one Remark Code must be provided. (x1)",Provider Billing Error,Provider Billing Error/Coding
PRB9,The diagnosis is inconsistent with the patient's age,CARC dictionary,Services not covered because the patient is enrolled in a Hospice. (x2) | Sequestration - Reduction in Federal Spending. (x1),Provider Billing Error,Provider Billing Error/Diagnosis
